Characteristic,Condition Bin,Known Attendance,Did Attend,Did Not Attend,Did Attend Pct,Known Attendance For Characteristic,Did Attend Pct Characteristic,Char Att Diff,Known Attendance For Condition Bin,Did Attend Pct Condition Bin,Con Bin Att Diff,Char Con Bin
Sophomore,Wind Without Precip,170,111,59,65.29411764705883,1220,73.19672131147541,7.9,654,65.90214067278288,0.61,Sophomore + Wind Without Precip
Freshman,Not Calm Air Without Precip,849,558,291,65.7243816254417,2630,71.48288973384031,5.76,2290,64.71615720524018,-1.01,Freshman + Not Calm Air Without Precip
Junior,Not Calm Air Without Precip,387,241,146,62.273901808785524,742,75.87601078167116,13.6,2290,64.71615720524018,2.44,Junior + Not Calm Air Without Precip
Junior,Calm Air Without Precip,964,669,295,69.39834024896265,742,75.87601078167116,6.48,5871,70.29466871061149,0.9,Junior + Calm Air Without Precip
Senior,Not Calm Air Without Precip,223,144,79,64.57399103139014,160,82.5,17.93,2290,64.71615720524018,0.14,Senior + Not Calm Air Without Precip
Senior,Calm Air Without Precip,489,376,113,76.89161554192229,160,82.5,5.61,5871,70.29466871061149,-6.6,Senior + Calm Air Without Precip
Sophomore,Not Calm Air Without Precip,529,354,175,66.91871455576559,1220,73.19672131147541,6.28,2290,64.71615720524018,-2.2,Sophomore + Not Calm Air Without Precip
Graduate,Not Wind With Precip,128,69,59,53.90625,88,75,21.09,7879,69.05698692727503,15.15,Graduate + Not Wind With Precip
Junior,Not Wind With Precip,1300,877,423,67.46153846153847,742,75.87601078167116,8.41,7879,69.05698692727503,1.6,Junior + Not Wind With Precip
Senior,Not Wind With Precip,680,505,175,74.26470588235294,160,82.5,8.24,7879,69.05698692727503,-5.21,Senior + Not Wind With Precip
Freshman,Calm Air With Precip,551,362,189,65.69872958257713,2630,71.48288973384031,5.78,1354,65.21418020679468,-0.48,Freshman + Calm Air With Precip
Graduate,Not Calm Air With Precip,107,62,45,57.943925233644855,88,75,17.06,6807,69.42852945497282,11.48,Graduate + Not Calm Air With Precip
Junior,Not Calm Air With Precip,1140,777,363,68.15789473684211,742,75.87601078167116,7.72,6807,69.42852945497282,1.27,Junior + Not Calm Air With Precip
Junior,Calm Air With Precip,211,133,78,63.03317535545023,742,75.87601078167116,12.84,1354,65.21418020679468,2.18,Junior + Calm Air With Precip
Senior,Not Calm Air With Precip,586,438,148,74.74402730375427,160,82.5,7.76,6807,69.42852945497282,-5.32,Senior + Not Calm Air With Precip
Senior,Calm Air With Precip,126,82,44,65.07936507936508,160,82.5,17.42,1354,65.21418020679468,0.13,Senior + Calm Air With Precip
A-,Not Sig Rainy,737,474,263,64.31478968792402,813,63.34563345633456,-0.97,7464,69.39978563772776,5.08,A- + Not Sig Rainy
B,Sig Rainy,101,56,45,55.44554455445545,1330,68.42105263157895,12.98,697,61.54949784791965,6.1,B + Sig Rainy
B+,Sig Rainy,109,68,41,62.38532110091744,1138,69.06854130052724,6.68,697,61.54949784791965,-0.84,B+ + Sig Rainy
B-,Sig Rainy,115,71,44,61.73913043478261,1404,72.50712250712252,10.77,697,61.54949784791965,-0.19,B- + Sig Rainy
C+,Sig Rainy,141,95,46,67.37588652482269,1679,71.82846932698035,4.45,697,61.54949784791965,-5.83,C+ + Sig Rainy
C-,Not Sig Rainy,219,135,84,61.64383561643836,240,60.83333333333333,-0.81,7464,69.39978563772776,7.76,C- + Not Sig Rainy
B,Snowy,166,119,47,71.6867469879518,1330,68.42105263157895,-3.27,939,66.24068157614484,-5.45,B + Snowy
B-,Snowy,169,131,38,77.51479289940828,1404,72.50712250712252,-5.01,939,66.24068157614484,-11.27,B- + Snowy
C+,Snowy,207,134,73,64.73429951690821,1679,71.82846932698035,7.09,939,66.24068157614484,1.51,C+ + Snowy
C-,Not Snowy,214,133,81,62.149532710280376,240,60.83333333333333,-1.32,7222,69.052893935198,6.9,C- + Not Snowy
A-,Not Windy,797,506,291,63.48808030112924,813,63.34563345633456,-0.14,8039,68.86428660281129,5.38,A- + Not Windy
C-,Not Windy,233,144,89,61.80257510729614,240,60.83333333333333,-0.97,8039,68.86428660281129,7.06,C- + Not Windy
A-,Not Below Freezing,749,479,270,63.951935914552735,813,63.34563345633456,-0.61,7524,69.01913875598086,5.07,A- + Not Below Freezing
B,Below Freezing,101,74,27,73.26732673267327,1330,68.42105263157895,-4.85,637,65.3061224489796,-7.96,B + Below Freezing
B-,Below Freezing,118,86,32,72.88135593220339,1404,72.50712250712252,-0.37,637,65.3061224489796,-7.58,B- + Below Freezing
C-,Not Below Freezing,215,136,79,63.25581395348837,240,60.83333333333333,-2.42,7524,69.01913875598086,5.76,C- + Not Below Freezing
A-,Cold,308,173,135,56.16883116883117,813,63.34563345633456,7.18,3123,63.20845341018252,7.04,A- + Cold
B,Cold,539,332,207,61.59554730983302,1330,68.42105263157895,6.83,3123,63.20845341018252,1.61,B + Cold
B+,Cold,418,262,156,62.67942583732058,1138,69.06854130052724,6.39,3123,63.20845341018252,0.53,B+ + Cold
B-,Cold,523,375,148,71.70172084130019,1404,72.50712250712252,0.81,3123,63.20845341018252,-8.49,B- + Cold
C,Cold,190,110,80,57.89473684210527,543,64.64088397790056,6.75,3123,63.20845341018252,5.31,C + Cold
C+,Cold,681,448,233,65.7856093979442,1679,71.82846932698035,6.04,3123,63.20845341018252,-2.58,C+ + Cold
C-,Not Cold,157,98,59,62.42038216560509,240,60.83333333333333,-1.59,5038,72.1516474791584,9.73,C- + Not Cold
A-,Not Hoodie Weather,582,360,222,61.855670103092784,813,63.34563345633456,1.49,5969,67.51549673312113,5.66,A- + Not Hoodie Weather
B,Hoodie Weather,337,248,89,73.59050445103857,1330,68.42105263157895,-5.17,2192,72.03467153284672,-1.56,B + Hoodie Weather
C+,Hoodie Weather,433,336,97,77.59815242494227,1679,71.82846932698035,-5.77,2192,72.03467153284672,-5.56,C+ + Hoodie Weather
C-,Not Hoodie Weather,172,103,69,59.883720930232556,240,60.83333333333333,0.95,5969,67.51549673312113,7.63,C- + Not Hoodie Weather
A-,Not Nice,604,367,237,60.76158940397352,813,63.34563345633456,2.58,6161,66.93718552183087,6.18,A- + Not Nice
A-,Nice,201,143,58,71.14427860696517,813,63.34563345633456,-7.8,2000,74.25,3.11,A- + Nice
B+,Nice,299,232,67,77.59197324414716,1138,69.06854130052724,-8.52,2000,74.25,-3.34,B+ + Nice
B-,Not Nice,1065,769,296,72.20657276995304,1404,72.50712250712252,0.3,6161,66.93718552183087,-5.27,B- + Not Nice
C,Not Nice,390,241,149,61.794871794871796,543,64.64088397790056,2.85,6161,66.93718552183087,5.14,C + Not Nice
C,Nice,147,105,42,71.42857142857143,543,64.64088397790056,-6.79,2000,74.25,2.82,C + Nice
C+,Nice,354,276,78,77.96610169491525,1679,71.82846932698035,-6.14,2000,74.25,-3.72,C+ + Nice
C-,Not Nice,174,100,74,57.47126436781609,240,60.83333333333333,3.36,6161,66.93718552183087,9.47,C- + Not Nice
A-,Not Hot,788,497,291,63.07106598984772,813,63.34563345633456,0.27,7952,68.58651911468813,5.52,A- + Not Hot
C-,Not Hot,230,139,91,60.43478260869565,240,60.83333333333333,0.4,7952,68.58651911468813,8.15,C- + Not Hot
A-,Not Precip Over Zero,791,505,286,63.843236409608096,813,63.34563345633456,-0.5,7995,69.11819887429644,5.27,A- + Not Precip Over Zero
C-,Not Precip Over Zero,232,140,92,60.3448275862069,240,60.83333333333333,0.49,7995,69.11819887429644,8.77,C- + Not Precip Over Zero
A-,Not Below Freezing Or Cold,441,306,135,69.38775510204081,813,63.34563345633456,-6.04,4401,73.14246762099523,3.75,A- + Not Below Freezing Or Cold
A-,Below Freezing Or Cold,364,204,160,56.043956043956044,813,63.34563345633456,7.3,3760,63.56382978723404,7.52,A- + Below Freezing Or Cold
B+,Not Below Freezing Or Cold,640,477,163,74.53125,1138,69.06854130052724,-5.46,4401,73.14246762099523,-1.39,B+ + Not Below Freezing Or Cold
B+,Below Freezing Or Cold,487,303,184,62.217659137576995,1138,69.06854130052724,6.85,3760,63.56382978723404,1.35,B+ + Below Freezing Or Cold
B-,Below Freezing Or Cold,641,461,180,71.9188767550702,1404,72.50712250712252,0.59,3760,63.56382978723404,-8.36,B- + Below Freezing Or Cold
C,Below Freezing Or Cold,226,132,94,58.4070796460177,543,64.64088397790056,6.23,3760,63.56382978723404,5.16,C + Below Freezing Or Cold
C+,Not Below Freezing Or Cold,821,636,185,77.46650426309378,1679,71.82846932698035,-5.64,4401,73.14246762099523,-4.32,C+ + Not Below Freezing Or Cold
C+,Below Freezing Or Cold,848,560,288,66.0377358490566,1679,71.82846932698035,5.79,3760,63.56382978723404,-2.47,C+ + Below Freezing Or Cold
C-,Not Below Freezing Or Cold,135,90,45,66.66666666666666,240,60.83333333333333,-5.83,4401,73.14246762099523,6.48,C- + Not Below Freezing Or Cold
C-,Below Freezing Or Cold,102,54,48,52.94117647058824,240,60.83333333333333,7.89,3760,63.56382978723404,10.62,C- + Below Freezing Or Cold
A-,Not Hoodie Weather Or Nice,381,217,164,56.95538057742782,813,63.34563345633456,6.39,3969,64.12194507432602,7.17,A- + Not Hoodie Weather Or Nice
A-,Hoodie Weather Or Nice,424,293,131,69.10377358490565,813,63.34563345633456,-5.76,4192,73.09160305343512,3.99,A- + Hoodie Weather Or Nice
B+,Not Hoodie Weather Or Nice,519,328,191,63.19845857418112,1138,69.06854130052724,5.87,3969,64.12194507432602,0.92,B+ + Not Hoodie Weather Or Nice
B+,Hoodie Weather Or Nice,608,452,156,74.3421052631579,1138,69.06854130052724,-5.27,4192,73.09160305343512,-1.25,B+ + Hoodie Weather Or Nice
B-,Not Hoodie Weather Or Nice,677,486,191,71.78729689807977,1404,72.50712250712252,0.72,3969,64.12194507432602,-7.67,B- + Not Hoodie Weather Or Nice
C,Not Hoodie Weather Or Nice,238,139,99,58.40336134453782,543,64.64088397790056,6.24,3969,64.12194507432602,5.72,C + Not Hoodie Weather Or Nice
C+,Not Hoodie Weather Or Nice,882,584,298,66.21315192743764,1679,71.82846932698035,5.62,3969,64.12194507432602,-2.09,C+ + Not Hoodie Weather Or Nice
C+,Hoodie Weather Or Nice,787,612,175,77.76365946632782,1679,71.82846932698035,-5.94,4192,73.09160305343512,-4.67,C+ + Hoodie Weather Or Nice
C-,Not Hoodie Weather Or Nice,109,59,50,54.12844036697248,240,60.83333333333333,6.7,3969,64.12194507432602,9.99,C- + Not Hoodie Weather Or Nice
C-,Hoodie Weather Or Nice,128,85,43,66.40625,240,60.83333333333333,-5.57,4192,73.09160305343512,6.69,C- + Hoodie Weather Or Nice
A-,Sig Rainy Or Snowy,156,82,74,52.56410256410257,813,63.34563345633456,10.78,1636,64.24205378973105,11.68,A- + Sig Rainy Or Snowy
B+,Sig Rainy Or Snowy,234,149,85,63.67521367521367,1138,69.06854130052724,5.39,1636,64.24205378973105,0.57,B+ + Sig Rainy Or Snowy
B-,Sig Rainy Or Snowy,284,202,82,71.12676056338029,1404,72.50712250712252,1.38,1636,64.24205378973105,-6.88,B- + Sig Rainy Or Snowy
C+,Sig Rainy Or Snowy,348,229,119,65.80459770114942,1679,71.82846932698035,6.02,1636,64.24205378973105,-1.56,C+ + Sig Rainy Or Snowy
C-,Not Sig Rainy Or Snowy,196,124,72,63.26530612244898,240,60.83333333333333,-2.43,6525,69.8544061302682,6.59,C- + Not Sig Rainy Or Snowy
A-,Miserable,136,71,65,52.20588235294118,813,63.34563345633456,11.14,1401,63.597430406852254,11.39,A- + Miserable
B-,Miserable,246,173,73,70.32520325203252,1404,72.50712250712252,2.18,1401,63.597430406852254,-6.73,B- + Miserable
C+,Miserable,311,198,113,63.665594855305464,1679,71.82846932698035,8.16,1401,63.597430406852254,-0.07,C+ + Miserable
C-,Not Miserable,203,127,76,62.5615763546798,240,60.83333333333333,-1.73,6760,69.79289940828403,7.23,C- + Not Miserable
A-,Not Peaceful,401,228,173,56.85785536159601,813,63.34563345633456,6.49,4204,64.34348239771646,7.49,A- + Not Peaceful
A-,Peaceful,404,282,122,69.80198019801979,813,63.34563345633456,-6.46,3957,73.38893100833965,3.59,A- + Peaceful
B,Peaceful,606,446,160,73.5973597359736,1330,68.42105263157895,-5.18,3957,73.38893100833965,-0.21,B + Peaceful
B+,Not Peaceful,557,350,207,62.83662477558348,1138,69.06854130052724,6.23,4204,64.34348239771646,1.51,B+ + Not Peaceful
B+,Peaceful,570,430,140,75.43859649122807,1138,69.06854130052724,-6.37,3957,73.38893100833965,-2.05,B+ + Peaceful
B-,Not Peaceful,715,515,200,72.02797202797203,1404,72.50712250712252,0.48,4204,64.34348239771646,-7.68,B- + Not Peaceful
C,Peaceful,274,186,88,67.88321167883211,543,64.64088397790056,-3.24,3957,73.38893100833965,5.51,C + Peaceful
C+,Peaceful,750,581,169,77.46666666666667,1679,71.82846932698035,-5.64,3957,73.38893100833965,-4.08,C+ + Peaceful
C-,Not Peaceful,116,62,54,53.44827586206896,240,60.83333333333333,7.39,4204,64.34348239771646,10.9,C- + Not Peaceful
C-,Peaceful,121,82,39,67.76859504132231,240,60.83333333333333,-6.94,3957,73.38893100833965,5.62,C- + Peaceful
B-,Wind Without Precip,117,89,28,76.06837606837607,1404,72.50712250712252,-3.56,654,65.90214067278288,-10.17,B- + Wind Without Precip
C-,Not Wind Without Precip,220,137,83,62.272727272727266,240,60.83333333333333,-1.44,7507,68.97562275209805,6.7,C- + Not Wind Without Precip
A-,Not Calm Air Without Precip,219,115,104,52.51141552511416,813,63.34563345633456,10.83,2290,64.71615720524018,12.2,A- + Not Calm Air Without Precip
B+,Not Calm Air Without Precip,311,193,118,62.057877813504824,1138,69.06854130052724,7.01,2290,64.71615720524018,2.66,B+ + Not Calm Air Without Precip
B-,Not Calm Air Without Precip,401,291,110,72.56857855361596,1404,72.50712250712252,-0.06,2290,64.71615720524018,-7.85,B- + Not Calm Air Without Precip
C,Not Calm Air Without Precip,151,90,61,59.60264900662252,543,64.64088397790056,5.04,2290,64.71615720524018,5.11,C + Not Calm Air Without Precip
C+,Not Calm Air Without Precip,502,334,168,66.53386454183267,1679,71.82846932698035,5.29,2290,64.71615720524018,-1.82,C+ + Not Calm Air Without Precip
A-,Not Wind With Precip,787,498,289,63.27827191867853,813,63.34563345633456,0.07,7879,69.05698692727503,5.78,A- + Not Wind With Precip
C-,Not Wind With Precip,232,144,88,62.06896551724138,240,60.83333333333333,-1.24,7879,69.05698692727503,6.99,C- + Not Wind With Precip
A-,Calm Air With Precip,138,70,68,50.72463768115942,813,63.34563345633456,12.62,1354,65.21418020679468,14.49,A- + Calm Air With Precip
B-,Calm Air With Precip,229,162,67,70.74235807860262,1404,72.50712250712252,1.76,1354,65.21418020679468,-5.53,B- + Calm Air With Precip
C-,Not Calm Air With Precip,201,124,77,61.69154228855721,240,60.83333333333333,-0.86,6807,69.42852945497282,7.74,C- + Not Calm Air With Precip
Black,Sig Rainy,136,85,51,62.5,1880,71.01063829787235,8.51,697,61.54949784791965,-0.95,Black + Sig Rainy
White,Sig Rainy,350,207,143,59.14285714285714,3883,68.58099407674479,9.44,697,61.54949784791965,2.41,White + Sig Rainy
Black,Snowy,222,162,60,72.97297297297297,1880,71.01063829787235,-1.96,939,66.24068157614484,-6.73,Black + Snowy
Mixed,Snowy,134,83,51,61.940298507462686,1145,69.69432314410481,7.75,939,66.24068157614484,4.3,Mixed + Snowy
Black,Cold,712,465,247,65.30898876404494,1880,71.01063829787235,5.7,3123,63.20845341018252,-2.1,Black + Cold
White,Cold,1495,941,554,62.94314381270903,3883,68.58099407674479,5.64,3123,63.20845341018252,0.27,White + Cold
Mixed,Hoodie Weather,303,228,75,75.24752475247524,1145,69.69432314410481,-5.55,2192,72.03467153284672,-3.21,Mixed + Hoodie Weather
White,Nice,922,681,241,73.86117136659436,3883,68.58099407674479,-5.28,2000,74.25,0.39,White + Nice
Black,Below Freezing Or Cold,861,568,293,65.96980255516841,1880,71.01063829787235,5.04,3760,63.56382978723404,-2.41,Black + Below Freezing Or Cold
Mixed,Below Freezing Or Cold,527,339,188,64.32637571157495,1145,69.69432314410481,5.37,3760,63.56382978723404,-0.76,Mixed + Below Freezing Or Cold
Mixed,Sig Rainy Or Snowy,225,139,86,61.77777777777778,1145,69.69432314410481,7.92,1636,64.24205378973105,2.46,Mixed + Sig Rainy Or Snowy
White,Sig Rainy Or Snowy,784,494,290,63.01020408163265,3883,68.58099407674479,5.57,1636,64.24205378973105,1.23,White + Sig Rainy Or Snowy
Mixed,Miserable,193,116,77,60.10362694300518,1145,69.69432314410481,9.59,1401,63.597430406852254,3.49,Mixed + Miserable
White,Miserable,676,426,250,63.01775147928994,3883,68.58099407674479,5.56,1401,63.597430406852254,0.58,White + Miserable
White,Wind Without Precip,282,178,104,63.12056737588653,3883,68.58099407674479,5.46,654,65.90214067278288,2.78,White + Wind Without Precip
Mixed,Not Calm Air Without Precip,339,218,121,64.30678466076697,1145,69.69432314410481,5.39,2290,64.71615720524018,0.41,Mixed + Not Calm Air Without Precip
White,Not Calm Air Without Precip,1066,672,394,63.03939962476548,3883,68.58099407674479,5.54,2290,64.71615720524018,1.68,White + Not Calm Air Without Precip
White,Wind With Precip,113,65,48,57.52212389380531,3883,68.58099407674479,11.06,282,59.57446808510638,2.05,White + Wind With Precip
Mixed,Calm Air With Precip,188,118,70,62.76595744680851,1145,69.69432314410481,6.93,1354,65.21418020679468,2.45,Mixed + Calm Air With Precip
